Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands
124647,45,28,3,F,Single,428.5178983
124243,55,34,3,F,Single,619.389806
116009,70,49,3,F,Married,263.1277167
138741,23,4,3,M,Married,495.3208549
147015,63,43,3,M,Married,98.36057673
172018,70,51,3,M,Married,171.6544023
144397,21,2,3,M,Single,1095.356069
128587,16,0,3,F,Single,647.0847879
139558,34,17,3,F,Single,239.1510886
163998,39,19,3,F,Married,169.5110743
174318,24,6,3,M,Married,196.3814834
145985,52,32,3,M,Single,356.412001
183198,61,41,3,F,Married,22.1340816
162289,64,45,3,F,Married,66.60388249
138018,61,41,3,M,Single,403.0233863
165849,21,4,3,F,Single,798.0314367
107202,24,5,3,F,Married,132.3113654
154432,68,48,3,F,Married,626.5094615
118298,17,0,3,M,Single,1610.185929
198147,22,3,3,F,Single,502.4354966
179212,18,0,3,M,Single,688.9480521
193413,20,2,3,F,Single,180.211505
106621,16,0,3,F,Married,191.5885188
116624,55,35,3,F,Single,299.7912697
100029,45,25,3,F,Single,377.4992925
145974,49,30,3,F,Single,430.8618542
136454,21,4,3,F,Married,333.1761337
153816,25,7,3,F,Single,371.7248492
198521,22,5,3,F,Single,310.2679868
147242,24,5,3,F,Married,364.6049834
197354,35,15,3,F,Married,684.4578628
192333,62,43,3,F,Single,440.2501085
104457,20,3,3,F,Single,802.8991513
156482,18,0,3,M,Married,269.239046
101619,20,2,3,M,Married,736.8606984
190402,55,36,3,F,Married,269.7842954
162809,24,5,3,F,Single,591.4297387
172595,38,17,3,M,Married,319.4842514
109842,45,28,3,F,Single,495.786754
104852,68,49,3,F,Single,44.414606
118894,21,3,3,F,Married,402.7099246
199181,21,4,3,M,Married,704.2167743
161015,57,39,3,M,Single,336.2414658
187384,21,4,3,M,Married,595.2186944
146707,17,0,3,M,Single,1087.141546
171657,66,48,3,F,Married,310.5503805
136032,59,40,3,M,Married,342.7872945
145290,68,47,3,M,Single,393.2196126
116862,55,37,3,M,Single,605.5670847
188014,28,10,3,F,Single,587.3366262
186511,22,5,3,M,Married,165.7234505
125508,22,3,3,F,Married,278.047453
140837,22,5,3,M,Single,778.7422888
154004,33,15,3,M,Married,202.8790638
141819,43,23,3,M,Single,410.3537401
182326,50,32,3,M,Single,546.7070054
109686,69,48,3,F,Single,250.1486479
120839,29,8,3,F,Married,289.9355464
114006,16,0,3,M,Married,639.3004263
185606,30,9,3,F,Single,431.2678646
176336,54,35,3,F,Married,391.9832716
116513,23,4,3,F,Married,289.8433582
161244,29,12,3,M,Married,343.9541429
191767,48,28,3,F,Single,375.3919368
126035,68,49,3,F,Single,82.14186529
114196,69,50,3,M,Married,86.94278092
160866,19,1,3,F,Married,96.32654401
101903,55,36,3,M,Single,380.1288578
109455,60,39,3,F,Married,172.5732732
133285,24,6,3,F,Married,189.6737391
145555,21,4,3,M,Single,284.5356716
138990,67,49,3,M,Married,184.1834476
194153,16,0,3,F,Single,382.1958906
154817,22,3,3,F,Single,298.8265379
189016,63,44,3,M,Married,111.6084269
174405,18,0,3,M,Married,507.2981493
175229,33,14,3,F,Single,260.9161949
149176,69,48,3,M,Single,390.0472123
178830,63,44,3,F,Single,145.1676168
160081,70,51,3,M,Married,41.98062044
193936,19,1,3,F,Single,687.7102757
104816,66,46,3,M,Single,92.48026347
126857,25,8,3,F,Married,217.5385211
160307,25,8,3,F,Married,176.5082561
146752,70,53,3,F,Single,237.8484673
179621,51,30,3,M,Single,465.0455411
190490,69,51,3,M,Married,383.8839835
131880,59,42,3,F,Single,379.3433643
113940,56,36,3,M,Married,479.2886062
186476,20,2,3,F,Single,302.0814942
164400,40,19,3,M,Single,333.2375338
145849,64,47,3,F,Single,568.0166811
198454,29,10,3,M,Married,336.9577303
154426,21,3,3,M,Married,508.1753085
147903,25,8,3,M,Single,290.4448807
105519,17,0,3,F,Married,194.7675783
173522,24,7,3,M,Single,1261.179325
118090,63,42,3,M,Single,50.5939685
153353,49,32,3,M,Married,376.457237
155277,39,22,3,M,Single,234.8444199
115705,17,0,3,F,Single,698.8769957
191483,25,7,3,F,Single,462.1866766
171438,24,7,3,M,Married,300.826389
186978,40,21,3,M,Single,385.193288
200406,57,39,3,M,Married,146.9718123
124399,22,4,3,F,Married,247.666634
179441,40,22,3,F,Married,302.787052
185882,58,39,3,F,Single,205.7879229
119284,27,7,3,F,Married,200.850912
138213,41,23,3,M,Single,350.3983156
185490,54,34,3,F,Married,305.8906134
116613,22,4,3,M,Single,457.1419101
188200,64,46,3,F,Married,96.20616382
143659,23,5,3,F,Single,810.8454527
155329,56,38,3,F,Married,342.7053956
138819,43,22,3,M,Single,488.6824004
156819,41,20,3,F,Single,763.4237607
131246,63,44,3,M,Married,125.061786
196311,40,23,3,F,Married,306.1517631
157512,18,0,3,F,Single,648.5689889
171675,68,47,3,M,Single,50.13035055
116524,22,3,3,F,Married,241.4249882
155334,51,34,3,M,Single,221.8571445
173500,64,43,3,F,Married,133.7400289
133167,42,22,3,M,Married,247.9977949
115764,64,44,3,F,Married,441.5664395
110688,53,36,3,F,Married,594.1275756
197499,66,45,3,F,Married,202.4608462
178505,54,36,3,F,Married,324.6919476
152355,24,6,3,F,Single,294.6843038
136723,69,50,3,F,Single,164.7885931
178170,41,22,3,F,Single,436.5459141
149075,59,41,3,M,Married,339.9364265
127847,46,26,3,M,Single,472.4845356
168563,28,10,3,M,Married,349.0195329
192011,28,9,3,M,Married,174.6051107
171414,63,43,3,M,Married,577.3169418
106599,32,15,3,F,Single,380.5640053
160726,17,0,3,F,Single,904.0967949
196340,67,46,3,M,Married,470.3734647
110593,20,2,3,M,Married,243.2329213
119238,31,11,3,F,Married,347.6324753
132860,38,17,3,M,Single,396.0646839
154684,44,25,3,F,Married,622.2847527
114886,69,51,3,M,Married,322.4693076
114333,56,39,3,F,Married,687.0747031
102723,67,46,3,M,Single,208.6007724
189088,19,0,3,F,Single,689.3640906
105534,48,30,3,F,Married,354.4078726
193147,22,3,3,M,Married,333.3442393
194063,17,0,3,M,Married,584.7817657
186085,16,0,3,M,Single,392.2991853
105845,59,39,3,M,Single,421.7638665
192371,22,3,3,M,Married,366.7344384
128222,66,45,3,M,Single,136.8656011
166740,17,0,3,M,Single,425.2846908
103785,62,44,3,F,Single,223.2655717
148509,64,45,3,M,Single,427.0756419
188725,25,7,3,F,Single,414.5234549
175734,45,26,3,F,Single,454.9878371
102119,24,5,3,M,Married,650.6772051
197995,51,34,3,F,Married,468.4252814
106026,38,20,3,F,Married,234.6940061
176756,30,10,3,F,Single,446.3542376
193669,18,0,3,M,Single,723.6851015
177073,20,1,3,M,Single,499.032731
130006,62,42,3,F,Married,138.6775023
184942,67,48,3,F,Single,100.5125468
141554,18,0,3,M,Single,1268.076011
150239,21,3,3,M,Married,429.1453009
140269,47,29,3,F,Single,212.481478
189559,19,2,3,M,Single,637.5363636
108549,35,15,3,F,Married,326.1731789
105778,57,40,3,F,Single,443.3882806
184789,32,11,3,M,Married,620.9978398
148884,39,20,3,F,Married,614.0226004
149283,17,0,3,F,Single,771.2105558
156406,62,45,3,F,Single,255.3001921
105817,43,26,3,M,Married,388.6325127
187943,58,38,3,M,Single,919.8353211
138991,67,49,3,M,Married,124.4855245
161428,24,6,3,M,Married,1113.363315
151458,61,42,3,M,Single,444.5795763
186695,28,10,3,F,Married,292.9718501
163750,60,42,3,F,Single,130.5836234
131839,25,8,3,M,Married,219.2088215
149779,60,39,3,M,Single,102.3460608
174138,59,41,3,M,Married,151.8233735
103882,25,6,3,F,Married,432.5538698
117488,63,44,3,M,Single,224.9680764
192038,65,45,3,M,Single,65.3378324
141612,29,11,3,F,Married,355.727515
162448,25,7,3,M,Single,647.6636606
102932,25,6,3,F,Married,477.7597317
103345,45,24,3,M,Single,463.0315385
159464,68,48,3,F,Married,204.7237459
121850,43,23,3,F,Married,265.3348589
148478,69,52,3,F,Married,194.7009916
137782,23,5,3,F,Married,432.8053738
106926,46,29,3,M,Single,442.6504186
142814,23,6,3,M,Single,677.2536208
168114,27,7,3,M,Married,571.5633043
112132,62,41,3,F,Married,127.7680796
109006,47,30,3,M,Married,423.5838729
106213,24,6,3,M,Single,625.2450204
182837,20,1,3,F,Married,255.2054927
162974,63,45,3,M,Married,63.91577391
155082,16,0,3,M,Married,355.016182
188497,63,45,3,M,Married,106.3036463
174454,57,37,3,M,Single,810.3233857
105247,69,52,3,F,Married,187.4042145
130127,55,34,3,F,Married,334.9283336
154528,21,2,3,F,Single,713.340243
162461,66,45,3,F,Single,170.9627664
153814,70,49,3,M,Married,187.4043212
124315,43,24,3,F,Married,207.5409761
172531,26,5,3,M,Married,431.3532752
199465,61,40,3,M,Single,406.4730699
153214,63,43,3,F,Single,92.98932417
111550,63,45,3,F,Married,288.708758
186614,69,52,3,M,Single,500.0884252
103254,35,18,3,M,Married,617.3324292
108946,70,49,3,M,Married,120.1212386
144032,32,15,3,M,Single,703.1167888
177965,19,2,3,M,Single,783.3686177
153418,56,35,3,F,Single,715.2970434
163827,64,45,3,F,Married,193.9876647
135029,61,42,3,M,Married,248.8836026
160699,33,14,3,M,Married,358.6146054
109419,70,50,3,F,Single,62.40754107
142384,16,0,3,M,Married,509.7677548
144506,63,43,3,M,Married,49.41264077
121972,33,16,3,M,Single,368.8617356
144549,19,1,3,F,Single,503.3603026
148335,54,37,3,M,Married,341.2651472
120404,30,10,3,F,Single,832.7590839
181435,63,46,3,M,Married,413.961804
189436,56,37,3,F,Single,752.4649834
159533,63,42,3,F,Single,129.9683434
101197,35,16,3,F,Married,488.6605084
192285,61,41,3,F,Married,308.8055458
127607,57,36,3,F,Married,338.5430311
181303,23,6,3,F,Married,377.7385891
147282,19,1,3,M,Married,624.1928257
185106,23,6,3,M,Married,614.285921
121390,66,46,3,F,Married,104.2912674
150336,19,1,3,M,Single,620.410962
171270,61,40,3,F,Married,131.1560146
125818,37,18,3,F,Married,315.291104
167166,52,31,3,F,Married,310.1040789
125399,28,11,3,M,Married,394.0374154
153194,54,37,3,M,Married,360.8491918
196893,25,6,3,F,Married,428.5948527
165061,25,6,3,M,Married,706.6349724
107940,25,6,3,F,Single,462.2409311
170212,31,12,3,M,Single,687.4971991
126479,37,20,3,F,Married,291.6092093
184240,21,4,3,M,Married,479.3087251
100744,29,9,3,M,Married,605.035559
181044,47,28,3,F,Married,506.6747288
135138,20,2,3,M,Married,516.6017866
198810,57,36,3,F,Married,267.774759
135539,39,18,3,F,Married,313.0405547
143895,39,19,3,F,Single,492.2734875
140674,29,12,3,M,Married,789.2849186
140861,57,38,3,M,Single,433.4630009
120467,53,36,3,F,Single,382.9838409
113920,62,45,3,M,Married,39.5477811
163030,19,1,3,F,Single,258.6034522
114287,60,43,3,F,Married,21.6923393
178213,63,42,3,M,Single,485.1799258
184112,24,7,3,F,Single,399.6577432
118883,60,39,3,M,Married,50.92346602
189612,66,47,3,F,Single,261.2730634
191072,61,41,3,F,Single,117.8687744
190759,59,40,3,M,Married,491.5911903
124703,19,2,3,F,Married,413.5590589
176279,53,35,3,M,Married,320.1661934
120286,58,37,3,M,Married,398.9208892
115414,31,13,3,F,Married,286.1992473
198185,37,17,3,F,Married,336.59998
118693,58,39,3,F,Married,331.8867547
122437,44,25,3,M,Married,667.6572673
174564,34,14,3,F,Married,291.7016507
187524,64,47,3,M,Married,190.3031871
130789,60,41,3,F,Single,249.3394928
129514,17,0,3,F,Single,1102.664607
156144,20,1,3,M,Married,501.2273032
160917,44,23,3,M,Single,213.6662321
120777,54,34,3,F,Married,332.4973352
159011,16,0,3,M,Single,1133.167261
146770,34,16,3,F,Single,223.4797734
185950,16,0,3,F,Married,196.0456832
172593,39,19,3,M,Single,540.9037321
135944,66,46,3,M,Married,101.8565895
128059,64,44,3,M,Married,445.9037489
164720,53,35,3,M,Married,501.2102467
154645,68,48,3,M,Single,510.2800031
129656,41,22,3,F,Married,289.1040693
147298,21,4,3,M,Married,314.9871314
128036,21,2,3,F,Single,444.5153126
102414,38,19,3,F,Married,473.9448117
186369,16,0,3,M,Single,936.8815469
193690,18,0,3,M,Single,322.8584503
117465,56,36,3,F,Single,163.0612602
188932,64,43,3,F,Married,228.1734686
119361,16,0,3,F,Married,177.5911607
177964,56,35,3,M,Single,487.3814349
199695,19,1,3,M,Married,291.9833811
198271,63,43,3,M,Married,279.283507
153370,25,8,3,M,Single,752.9000012
150886,20,2,3,F,Married,233.8950101
145098,62,44,3,F,Single,188.9333637
162477,41,22,3,M,Married,456.4605943
101179,17,0,3,M,Married,352.2672316
189255,18,0,3,M,Married,217.6720939
195198,53,33,3,M,Single,500.3690353
182020,32,14,3,M,Married,355.9797147
171330,52,31,3,F,Married,599.9480653
158708,24,6,3,F,Married,129.674854
152219,55,38,3,F,Married,322.5172508
176918,20,1,3,M,Married,178.2315351
131721,22,5,3,F,Single,329.439408
145799,27,6,3,M,Married,329.9286743
112037,67,46,3,F,Single,41.70424779
197629,69,51,3,M,Married,53.92353365
104761,38,18,3,M,Married,539.3382414
187138,22,5,3,M,Married,177.998881
152967,27,10,3,M,Married,465.9948173
121584,22,4,3,M,Married,927.8335038
176186,50,30,3,F,Single,485.592403
159056,67,50,3,F,Married,175.9963419
133176,24,5,3,F,Single,673.6116548
131275,47,30,3,M,Single,343.3677913
172107,45,25,3,M,Married,348.1212095
101147,66,46,3,M,Married,301.5997948
177367,18,0,3,F,Married,299.1970496
143116,40,22,3,F,Married,203.3406576
146283,70,53,3,F,Married,118.567419
136349,70,53,3,M,Single,266.5498728
194459,50,29,3,F,Married,309.1338776
156326,18,0,3,F,Single,219.1593044
196513,32,11,3,M,Married,356.1896072
150080,63,42,3,F,Single,158.1009031
123749,50,31,3,F,Married,337.8178584
187137,34,17,3,M,Single,507.4618644
104344,60,39,3,M,Married,116.601308
177995,26,8,3,M,Married,372.6185169
177381,60,43,3,F,Married,81.87050588
189155,22,4,3,M,Married,596.4039365
158349,22,4,3,F,Single,316.8059894
142447,54,35,3,M,Single,948.1136788
169437,70,49,3,F,Married,240.2148339
169382,23,5,3,M,Single,551.8394674
157878,31,12,3,F,Single,358.9696898
137380,31,11,3,F,Married,329.8279846
134497,37,17,3,M,Married,139.4538857
118853,46,29,3,F,Single,361.0768625
126933,40,19,3,M,Married,350.8803961
104141,18,0,3,F,Married,198.0938563
103888,47,30,3,M,Married,339.872347
142131,53,35,3,F,Single,607.3659448
162527,68,49,3,M,Single,131.2298579
194671,50,32,3,M,Single,420.3676325
184129,36,15,3,F,Married,388.4354977
137893,69,51,3,F,Single,357.8914295
128399,64,46,3,F,Single,503.8090316
199592,54,33,3,F,Married,459.6079281
123888,54,35,3,M,Single,592.1765216
135624,47,27,3,M,Married,165.7161892
160702,68,48,3,M,Single,242.2497696
106311,40,22,3,M,Single,248.0955132
119280,35,14,3,M,Single,580.1694084
159002,25,8,3,F,Single,355.5696848
193481,68,49,3,M,Single,181.7617628
164973,64,47,3,F,Single,326.7835962
102031,50,30,3,M,Single,380.7686488
103287,21,2,3,M,Married,465.5588706
180369,67,48,3,M,Single,359.1002684
150961,48,28,3,F,Single,523.0894728
117452,51,30,3,M,Married,133.7543921
174935,66,46,3,M,Single,44.88695383
131803,57,40,3,M,Single,321.5092889
169129,70,53,3,M,Single,63.48688115
159893,19,2,3,F,Single,423.5684617
103314,54,36,3,F,Married,201.7431279
188016,45,24,3,F,Single,623.8514651
186725,64,45,3,M,Single,44.46068165
117832,33,14,3,F,Single,412.7850437
138688,24,6,3,M,Single,410.7031171
137017,22,5,3,F,Married,428.1788423
140731,21,3,3,M,Married,410.9777887
113850,32,13,3,M,Single,264.9566153
143763,58,37,3,F,Married,650.5273182
144824,54,33,3,F,Married,322.7617005
197705,20,2,3,F,Single,594.6565616
112764,17,0,3,F,Married,235.3708111
138093,16,0,3,M,Married,355.6553901
174729,60,40,3,M,Single,129.991384
122380,61,43,3,F,Married,158.9756726
155695,43,25,3,M,Single,345.1220392
110613,58,40,3,F,Single,286.4599021
168625,62,43,3,M,Single,290.7196026
126956,57,37,3,M,Married,279.9207188
192201,66,46,3,M,Married,30.71424992
192065,29,8,3,M,Married,789.8858954
141477,22,3,3,M,Married,385.9403212
183203,70,52,3,M,Married,217.2116428
106829,54,35,3,F,Single,156.7126802
124566,31,11,3,F,Single,757.231476
193981,25,8,3,M,Single,931.7268963
139032,62,44,3,F,Single,238.0341751
111468,56,35,3,F,Married,329.5878524
156489,58,38,3,M,Single,898.8260511
123001,16,0,3,F,Married,159.4404343
160432,22,5,3,M,Married,600.3886553
116929,61,40,3,M,Married,334.6916841
186257,27,10,3,F,Single,390.9353302
100308,38,21,3,M,Single,515.4679101
120261,36,15,3,F,Married,373.752712
171070,62,45,3,F,Married,20.85022796
134594,37,18,3,M,Married,499.8944309
139938,52,35,3,M,Married,599.5536436
115949,61,41,3,F,Single,185.8614547
112456,60,40,3,M,Married,39.53856189
136254,51,32,3,M,Married,669.021422
115094,39,21,3,F,Married,342.4510042
180156,49,29,3,F,Married,343.6724293
107184,26,8,3,M,Married,369.7629582
168212,23,4,3,F,Single,616.8932904
154587,55,37,3,F,Married,753.774245
141174,67,50,3,F,Single,378.1294338
123183,40,20,3,M,Married,582.2109746
114224,33,14,3,M,Married,179.1852303
157014,63,45,3,F,Married,200.6700106
180192,49,32,3,F,Single,336.9093948
165241,23,5,3,M,Married,599.5931126
192550,38,19,3,M,Married,557.7685397
152364,64,47,3,M,Single,36.87360679
187927,17,0,3,M,Married,417.5986667
125643,41,23,3,F,Married,497.9610354
127154,46,26,3,F,Single,632.6400659
165592,22,5,3,F,Single,517.2495203
180908,16,0,3,M,Single,641.3946703
142959,25,7,3,M,Married,199.3297949
197435,24,5,3,F,Married,122.4885697
163734,49,29,3,F,Single,649.7087321
143079,62,44,3,M,Single,123.6078003
139476,16,0,3,M,Married,1479.831034
169735,69,49,3,M,Married,132.9184966
177938,30,10,3,F,Single,416.235882
140333,62,41,3,F,Married,321.1671345
145028,31,13,3,M,Married,335.2771126
117460,26,5,3,M,Single,892.7377269
164469,25,8,3,M,Single,481.1921774
116560,16,0,3,F,Married,788.6704555
103801,27,10,3,M,Married,627.6512931
160884,18,1,3,M,Single,446.1958455
119400,70,50,3,F,Single,75.14196651
154398,59,41,3,F,Married,530.9394513
127971,21,3,3,F,Married,369.4871547
152480,16,0,3,F,Single,625.00839
162671,18,0,3,M,Single,743.3368202
111974,24,7,3,F,Married,299.4952697
145037,18,0,3,F,Married,289.1148939
148820,24,5,3,F,Single,514.7946934
110093,50,30,3,M,Single,462.3508888
147705,23,5,3,M,Married,612.7802233
193245,61,40,3,F,Single,373.7628135
132161,24,6,3,M,Married,618.1098159
104762,23,5,3,M,Married,498.5825402
180828,63,42,3,M,Single,384.13711
155572,65,44,3,M,Single,159.0713667
123642,62,41,3,F,Single,141.9405766
120964,36,17,3,F,Single,376.8405796
130396,45,28,3,F,Single,340.2354144
142498,35,17,3,F,Single,354.3611687
161497,47,27,3,M,Single,532.1506147
175030,18,0,3,F,Single,799.7889888
158472,33,12,3,M,Married,368.0982266
124520,22,4,3,F,Married,356.0651866
153614,68,48,3,F,Married,147.4983244
118466,21,3,3,M,Single,529.1282353
112854,60,43,3,F,Single,319.7258089
199423,21,4,3,M,Married,1023.205561
145524,30,13,3,F,Married,312.0818596
153627,22,3,3,F,Married,313.306241
142047,44,24,3,M,Married,414.0474787
113393,23,4,3,F,Married,328.8671672
166963,39,22,3,F,Married,565.9091424
186192,62,44,3,F,Single,76.88300323
139616,23,5,3,M,Single,1068.707903
110298,63,44,3,F,Single,66.80455665
163654,39,18,3,F,Married,401.3410448
104074,45,24,3,F,Married,575.5410986
155474,21,2,3,M,Married,280.0843828
177787,57,40,3,F,Single,471.9466109
103303,40,22,3,F,Married,342.5927481
147230,60,42,3,M,Single,42.37361933
152236,39,18,3,M,Married,408.018059
110665,55,37,3,M,Married,171.2677656
139805,43,25,3,M,Single,518.8539379
181657,22,3,3,M,Married,355.8316015
121306,45,28,3,F,Single,375.7681425
180717,31,11,3,F,Married,308.4657403
102098,46,25,3,F,Single,423.8582987
145819,46,29,3,F,Single,281.9092425
164700,18,0,3,M,Single,694.7965141
130445,28,10,3,F,Married,322.5253972
134724,62,43,3,F,Single,184.7169557
100067,20,1,3,F,Single,271.4028246
182664,61,42,3,F,Single,153.2983699
183785,20,1,3,M,Single,496.7315303
129544,25,6,3,F,Married,309.2151888
